iter	Logloss	Accuracy
222	0.2787253337	0.8727184977
223	0.2784924821	0.872981748
224	0.2783669245	0.873025623
225	0.2782763846	0.8730694981
226	0.2782022586	0.8731572482
227	0.2779982927	0.8731572482
228	0.2778070324	0.8732011232
229	0.2777483504	0.8732449982
230	0.2776676843	0.8732011232
231	0.2775087149	0.8732888733
232	0.2773682022	0.8732011232
233	0.2772537912	0.8732449982
234	0.2771411637	0.8732011232
235	0.2770439388	0.8732449982
236	0.2769437761	0.8733766234
237	0.276802589	0.8733766234
238	0.2767056326	0.8734643735
239	0.2766227657	0.8735521236
240	0.2764522133	0.8735959986
241	0.2763893285	0.8736837487
242	0.2763191711	0.8737714988
243	0.2762221593	0.8736398736
244	0.2761735328	0.8736398736
245	0.2760712704	0.8739031239
246	0.2759710447	0.8738153738
247	0.2758735556	0.8740786241
248	0.2757899056	0.8741663742
249	0.2756937888	0.8744296244
250	0.2756175888	0.8745173745
251	0.2753609461	0.8745612496
252	0.2752656431	0.8744734995
253	0.2751433653	0.8746051246
254	0.2750656828	0.8746928747
255	0.2749172851	0.8746489996
256	0.2748286938	0.8746928747
257	0.2747449621	0.8748244998
258	0.2746618936	0.8749122499
259	0.2745788861	0.8749122499
260	0.274486351	0.8749122499
261	0.2742744429	0.875
262	0.2741311814	0.8752632503
263	0.2740872787	0.8752193752
264	0.2739843957	0.8754387504
265	0.2738813307	0.8753071253
266	0.2737835135	0.8755265005
267	0.2737448138	0.8753071253
268	0.2736483321	0.8753071253
269	0.2735426736	0.8753948754
270	0.2734916885	0.8754387504
271	0.2733786728	0.8754387504
272	0.273270354	0.8754826255
273	0.2731989721	0.8755703756
274	0.273073865	0.8755703756
275	0.2729929183	0.8756142506
276	0.2729040255	0.8757458757
277	0.272794365	0.8758336258
278	0.2727298454	0.8757897508
279	0.2726457037	0.8759213759
280	0.2725053287	0.8761846262
281	0.2724416807	0.8761846262
282	0.2723304738	0.8762723763
283	0.2722388884	0.8764040014
284	0.272146141	0.8766233766
285	0.2720063406	0.8766672517
286	0.2719219325	0.8767111267
287	0.2718626977	0.8765356265
288	0.2718023003	0.8767111267
289	0.271672477	0.8768866269
290	0.2716123129	0.876974377
291	0.2714849271	0.876974377
292	0.2713800787	0.8770621271
293	0.2712754323	0.8771937522
294	0.2711536903	0.8771937522
295	0.2709916134	0.8772376272
296	0.2706422461	0.8775886276
297	0.2705087698	0.8777641278
298	0.2703974068	0.8777641278
299	0.270308828	0.8778957529
300	0.270197642	0.8778957529
301	0.2700729364	0.8779396279
302	0.2699589476	0.8780712531
303	0.2698467063	0.8780712531
304	0.2696081865	0.8782467532
305	0.2695322177	0.8781590032
306	0.2694620281	0.8780712531
307	0.269338826	0.8783783784
308	0.2692460028	0.8785538786
309	0.2691543414	0.8785977536
310	0.2690484671	0.8784222534
311	0.2689850747	0.8784661285
312	0.2687857287	0.8785538786
313	0.2687334559	0.8786416286
314	0.2686636812	0.8786855037
315	0.268483327	0.8789048789
316	0.2684017375	0.8789487539
317	0.2683058771	0.879036504
318	0.2681952711	0.8791242541
319	0.268132911	0.878992629
320	0.2679964261	0.8792997543
321	0.267880266	0.8793875044
322	0.2677819031	0.8794313794
323	0.2676197802	0.8796068796
324	0.2675272458	0.8794752545
325	0.2674334615	0.8796507547
326	0.2673172129	0.8796068796
327	0.2672553011	0.8796946297
328	0.2671502641	0.8796946297
329	0.2670592698	0.8798262548
330	0.2669163062	0.880001755
331	0.2668438898	0.88004563
332	0.2666091094	0.8801772552
333	0.2665117258	0.8802650053
334	0.2663102516	0.8803527554
335	0.2662316629	0.8806160056
336	0.2661488474	0.8806598807
337	0.266051064	0.8807476307
338	0.2659825554	0.8807037557
339	0.2659336223	0.8807037557
340	0.2658512314	0.8808792559
341	0.2657901561	0.8808792559
342	0.2657435344	0.8808792559
343	0.2654593287	0.8810547561
344	0.2653979327	0.8810986311
345	0.2653119832	0.8811425061
346	0.2651941571	0.8812302562
347	0.2650218031	0.8813180063
348	0.2649421415	0.8814935065
349	0.2648533406	0.8816251316
350	0.2648014819	0.8816690067
351	0.2646964718	0.8816251316
352	0.2646251282	0.8815812566
353	0.2645196991	0.8816251316
354	0.2644712989	0.8817128817
355	0.2644055152	0.8817128817
356	0.2643135278	0.8818006318
357	0.2642389251	0.8818006318
358	0.2641817506	0.8818006318
359	0.2641110278	0.8820638821
360	0.2640687529	0.8821077571
361	0.2640215765	0.8820638821
362	0.2639246539	0.8821077571
363	0.2638664197	0.8821077571
364	0.2637882169	0.8821955072
365	0.263762098	0.8822393822
366	0.2637203657	0.8823271323
367	0.2634315225	0.8824587575
368	0.2632538566	0.8826342576
369	0.2631490921	0.8826342576
370	0.2630611418	0.8825903826
371	0.2629348242	0.8827220077
372	0.2627739913	0.8827658828
373	0.2626870851	0.8828536329
374	0.2626129527	0.8829413829
375	0.2625760084	0.8828536329
376	0.2624983115	0.8828975079
377	0.2624410221	0.8828975079
378	0.2623796783	0.8828097578
379	0.2623062498	0.883029133
380	0.2622666981	0.8830730081
381	0.2621652161	0.8833362583
382	0.2620927282	0.8834240084
383	0.2620054428	0.8834240084
384	0.2619636034	0.8834678835
385	0.2619150511	0.8835556336
386	0.2618626276	0.8836433836
387	0.2618002338	0.8836433836
388	0.2617618478	0.8835556336
389	0.2616442025	0.8835117585
390	0.2615872798	0.8835995086
391	0.2615453393	0.8835995086
392	0.2613997736	0.8836433836
393	0.2613231666	0.8838188838
394	0.26123682	0.884038259
395	0.2611979595	0.8840821341
396	0.2611314204	0.8840821341
397	0.2610777994	0.8840821341
398	0.2609640389	0.8842137592
399	0.2609136627	0.8841260091
400	0.2608340775	0.8842137592
401	0.2607958382	0.8842576343
402	0.2607260138	0.8843892594
403	0.2606805824	0.8843892594
404	0.2606082305	0.8844331344
405	0.2605698234	0.8844770095
406	0.2604826347	0.8843015093
407	0.2604221467	0.8843892594
408	0.2603408495	0.8844770095
409	0.2602585482	0.8844331344
410	0.2602016445	0.8844331344
411	0.2601206273	0.8844331344
412	0.2599130395	0.8844770095
413	0.2598305675	0.8845647596
414	0.2597019068	0.8845208845
415	0.2596297879	0.8845647596
416	0.2595572355	0.8845208845
417	0.2595339602	0.8845647596
418	0.2594549623	0.8846086346
419	0.2593489298	0.8846963847
420	0.2592731587	0.8845647596
421	0.259243294	0.8847402597
422	0.259167904	0.8846963847
423	0.2590573042	0.8849157599
424	0.2589786865	0.8849157599
425	0.2589044277	0.884959635
426	0.2588627749	0.884959635
427	0.2587736713	0.884959635
428	0.2587050505	0.8851351351
429	0.2586504878	0.885047385
430	0.2585361599	0.8850912601
431	0.2584370435	0.885047385
432	0.258331766	0.88500351
433	0.2583063116	0.885047385
434	0.2582648473	0.885047385
435	0.2582136012	0.8851790102
436	0.2581361728	0.88500351
437	0.2580495686	0.88500351
438	0.2579274047	0.884959635
439	0.2578551176	0.88500351
440	0.2578010421	0.885047385
441	0.2577334434	0.885047385
442	0.2577077388	0.8851351351
443	0.2576503702	0.8850912601
444	0.2576073656	0.8851790102
445	0.2574520748	0.8853106353
446	0.2573675622	0.8852667603
447	0.2573016741	0.8852667603
448	0.2572262944	0.8852228852
449	0.2571612505	0.8852228852
450	0.2571158536	0.8853545104
451	0.2570526489	0.8853106353
452	0.2569947145	0.8854422604
453	0.2569224205	0.8854861355
454	0.2568464553	0.8854861355
455	0.2567886778	0.8854861355
456	0.2567722515	0.8855300105
457	0.256725373	0.8856616357
458	0.2566433415	0.8858810109
459	0.2565639195	0.8858810109
460	0.2565048785	0.8858810109
461	0.2564334254	0.886012636
462	0.2563769602	0.8861003861
463	0.2563375557	0.8861003861
464	0.2562882686	0.8862758863
465	0.2562230073	0.8862758863
466	0.2561891177	0.8864075114
467	0.2561313798	0.8863197613
468	0.2560756701	0.8864075114
469	0.2560105488	0.8864075114
470	0.2559783641	0.8864952615
471	0.2559159976	0.8865391365
472	0.2558508171	0.8865391365
473	0.255780394	0.8863636364
474	0.2557035322	0.8864075114
475	0.2556048358	0.8864952615
476	0.2555680097	0.8866707617
477	0.2554790091	0.8865830116
478	0.2554246315	0.8865391365
479	0.2553664555	0.8866268866
480	0.255303637	0.8865391365
481	0.2552441286	0.8866268866
482	0.2551034067	0.8866268866
483	0.2550725489	0.8866707617
484	0.2550124257	0.8866268866
485	0.2549431529	0.8866707617
486	0.2549021744	0.8867585118
487	0.2548173987	0.8868901369
488	0.2547183433	0.8869340119
489	0.2546867695	0.8869340119
490	0.2546502083	0.886977887
491	0.2546007275	0.886977887
492	0.2545470248	0.887021762
493	0.2545196414	0.8870656371
494	0.2544408917	0.8871533872
495	0.2543987211	0.8871533872
496	0.2543135999	0.8871095121
497	0.2542727161	0.8873288873
498	0.2541855142	0.8872411372
499	0.2541178453	0.8872850123
500	0.2540913968	0.8872411372
501	0.2540428652	0.8872411372
502	0.2539512572	0.8872850123
503	0.2539026994	0.8874605125
504	0.2538466557	0.8874605125
505	0.2538077649	0.8876360126
506	0.253757739	0.8875921376
507	0.253709342	0.8876798877
508	0.2536609674	0.8879431379
509	0.2535673461	0.887987013
510	0.2534965549	0.887987013
511	0.2534255512	0.887987013
512	0.2533624007	0.8878992629
513	0.2533349967	0.8879431379
514	0.2532774022	0.8880747631
515	0.2532077513	0.8881186381
516	0.2530741168	0.8882502633
517	0.2530268424	0.8882941383
518	0.2529700409	0.8883818884
519	0.2529072893	0.8883818884
520	0.2528704741	0.8883380133
521	0.2528012624	0.8884257634
522	0.2527117473	0.8885135135
523	0.252674231	0.8885573886
524	0.2526378261	0.8885135135
525	0.2525578178	0.8883380133
526	0.252458844	0.8883818884
527	0.2524250559	0.8884696385
528	0.2523639624	0.8884257634
529	0.2522952209	0.8885573886
530	0.2522294424	0.8883818884
531	0.252175889	0.8883380133
532	0.2520997841	0.8883818884
533	0.2520284785	0.8885135135
534	0.2519824608	0.8885135135
535	0.2519217245	0.8885135135
536	0.2518375409	0.8886890137
537	0.2517727892	0.8887767638
538	0.2517584578	0.8888645139
539	0.2517448678	0.8888645139
540	0.2516293405	0.8889083889
541	0.2515702858	0.889040014
542	0.2515557579	0.889040014
543	0.2515210103	0.889040014
544	0.2514786255	0.8890838891
545	0.2514233444	0.888996139
546	0.2513957963	0.889040014
547	0.2513482455	0.888952264
548	0.2512849724	0.889040014
549	0.2512371743	0.8892155142
550	0.2512131833	0.8893910144
551	0.2511415279	0.8893032643
552	0.2510799806	0.8893471393
553	0.2510344028	0.8892593893
554	0.2509949707	0.8892593893
555	0.2509542819	0.8893910144
556	0.2509234921	0.8895226395
557	0.2508647309	0.8895226395
558	0.2508095209	0.8896981397
559	0.2507443932	0.8897858898
560	0.2506653797	0.8897858898
561	0.2506258723	0.8898297648
562	0.2505812822	0.8897858898
563	0.2505110937	0.8899175149
564	0.250463314	0.88996139
565	0.2504253776	0.890005265
566	0.2503077258	0.8898736399
567	0.2502530187	0.8898297648
568	0.2501926579	0.8898736399
569	0.2501580445	0.890005265
570	0.2501034495	0.8900930151
571	0.2500386162	0.8900930151
572	0.2499465109	0.89004914
573	0.2499218542	0.8900930151
574	0.2498583932	0.890005265
575	0.249793227	0.89004914
576	0.2497078206	0.8901368901
577	0.2496859785	0.8901807652
578	0.2496091001	0.8903123903
579	0.2495812833	0.8903123903
580	0.2495395211	0.8903562654
581	0.2494892379	0.8903123903
582	0.2494503868	0.8903123903
583	0.2494067808	0.8902246402
584	0.2493300821	0.8901807652
585	0.2492870973	0.8901807652
586	0.249270062	0.8901807652
587	0.2491892969	0.8902685153
588	0.2491018645	0.8902246402
589	0.2490543019	0.8902246402
590	0.2490198779	0.8904001404
591	0.2489387297	0.8903562654
592	0.2488899859	0.8904001404
593	0.2488501906	0.8904001404
594	0.2488096906	0.8904878905
595	0.2487327621	0.8904001404
596	0.2487077334	0.8905756406
597	0.2486292451	0.8905756406
598	0.2485591873	0.8905756406
599	0.2485400486	0.8905756406
600	0.2484796894	0.8905756406
601	0.248434203	0.8904878905
602	0.2483662851	0.8905756406
603	0.2483509563	0.8905317655
604	0.2483005454	0.8904878905
605	0.2482583573	0.8904440154
606	0.2482231856	0.8904001404
607	0.2481729892	0.8904440154
608	0.2481195573	0.8906195156
609	0.2480777153	0.8906195156
610	0.2480266953	0.8905756406
611	0.2479492143	0.8905756406
612	0.247896062	0.8906195156
613	0.24785993	0.8907072657
614	0.2478344146	0.8907511408
615	0.2477867442	0.8907511408
616	0.2477362781	0.8908388908
617	0.2476999673	0.890970516
618	0.247635919	0.8910582661
619	0.2475971886	0.891014391
620	0.2475359226	0.8911460161
621	0.2474810474	0.8910582661
622	0.247407287	0.8911898912
623	0.2473782493	0.8911460161
624	0.247338912	0.8911460161
625	0.2472927911	0.8911460161
626	0.2472630909	0.8911460161
627	0.2472080746	0.8913653914
628	0.2471290014	0.8913215163
629	0.2470704121	0.8913653914
630	0.2470320476	0.8914092664
631	0.2469777954	0.8914531415
632	0.2469592141	0.8914970165
633	0.2468959572	0.8914531415
634	0.2468895508	0.8914531415
635	0.2467772296	0.8918041418
636	0.2467691578	0.8918041418
637	0.24673204	0.8917163917
638	0.2466943938	0.8918041418
639	0.2466547405	0.8916725167
640	0.2466237532	0.8917163917
641	0.2465519999	0.8917602668
642	0.2464807709	0.8918041418
643	0.2464260574	0.8917602668
644	0.2463514231	0.8918918919
645	0.2462797946	0.8919357669
646	0.2462106923	0.891979642
647	0.2461454528	0.892023517
648	0.2461326352	0.8920673921
649	0.2460981898	0.8921112671
650	0.2460654542	0.8921551422
651	0.2460518224	0.8921990172
652	0.2460312273	0.8921990172
653	0.2459743917	0.8921990172
654	0.2459277836	0.8921990172
655	0.2458747933	0.8922867673
656	0.2458213079	0.8922867673
657	0.2457536457	0.8922428922
658	0.2456789102	0.8922428922
659	0.2456448769	0.8922867673
660	0.2455655496	0.8923306423
661	0.2455096742	0.8925938926
662	0.2454695121	0.8924622675
663	0.2454238159	0.8925500176
664	0.2453671596	0.8925500176
665	0.2453344109	0.8925500176
666	0.2452970026	0.8925500176
667	0.2452519664	0.8925061425
668	0.2452083485	0.8926377676
669	0.2451737569	0.8926816427
670	0.2451006711	0.8927693928
671	0.2450686101	0.8927693928
672	0.2450293535	0.8928132678
673	0.2449762666	0.893032643
674	0.2449174215	0.8931203931
675	0.2448772097	0.8931203931
676	0.2448421559	0.8931642682
677	0.2447719105	0.8932520183
678	0.2447130036	0.8934275184
679	0.2446670628	0.8934713935
680	0.2445850802	0.8934713935
681	0.2445503501	0.8934713935
682	0.2444807524	0.8936030186
683	0.2444182925	0.8936030186
684	0.2443730405	0.8935591436
685	0.2443343585	0.8936468936
686	0.2442547893	0.8937346437
687	0.2441978831	0.8936907687
688	0.2441900121	0.8936907687
689	0.2441272562	0.8938662689
690	0.2440618446	0.8937785188
691	0.2440015373	0.893954019
692	0.2439584841	0.894041769
693	0.243919887	0.893997894
694	0.2438878796	0.894041769
695	0.2438454272	0.893997894
696	0.2438077424	0.894041769
697	0.2437775067	0.894041769
698	0.2437401587	0.893997894
699	0.2436841529	0.8939101439
700	0.2436475243	0.893954019
701	0.2435833084	0.893997894
702	0.2435131204	0.894041769
703	0.2434344203	0.8941733942
704	0.2433702819	0.8941733942
705	0.2433167251	0.8940856441
706	0.243275573	0.8940856441
707	0.2432301656	0.8940856441
708	0.2431627398	0.8942611443
709	0.2431433039	0.8942172692
710	0.2431063274	0.8941295191
711	0.2430478431	0.894041769
712	0.2430177243	0.8941295191
713	0.2429692618	0.8941733942
714	0.2429306491	0.8940856441
715	0.2429031824	0.8941295191
716	0.2428917193	0.8941295191
717	0.2428505488	0.8941733942
718	0.2428141566	0.8942172692
719	0.2427576776	0.8943488943
720	0.2427025865	0.8943488943
721	0.2426390899	0.8943488943
722	0.242596596	0.8944366444
723	0.2425645995	0.8943927694
724	0.2424984549	0.8944805195
725	0.2424725616	0.8944805195
726	0.2424318081	0.8945243945
727	0.2423769032	0.8945682696
728	0.2423343777	0.8945243945
729	0.242318223	0.8945682696
730	0.2422826302	0.8946560197
731	0.2422311494	0.8946560197
732	0.2421960216	0.8947876448
733	0.2421054969	0.8947437697
734	0.2420462651	0.8946560197
735	0.2419929923	0.8946121446
736	0.2419652147	0.8946121446
737	0.2419559578	0.8946560197
738	0.2418971529	0.8947437697
739	0.2418643297	0.8947437697
740	0.2418206391	0.8947437697
741	0.2417919432	0.8946998947
742	0.2417664012	0.8946998947
743	0.2417278309	0.8946560197
744	0.2417017026	0.8946998947
745	0.2416572259	0.8947437697
746	0.241616104	0.8948753949
747	0.2415507434	0.8947876448
748	0.241514897	0.8947437697
749	0.2414853705	0.8947876448
750	0.2414554708	0.8948315198
751	0.2414433526	0.8948315198
752	0.241411403	0.894963145
753	0.2413517196	0.894963145
754	0.2412976636	0.8950508951
755	0.2412444481	0.89500702
756	0.241202098	0.8951386451
757	0.2411545685	0.8952263952
758	0.2411111072	0.8951825202
759	0.2410733013	0.8952263952
760	0.2410455349	0.8953141453
761	0.2409928799	0.8953580204
762	0.2409752945	0.8953141453
763	0.2409685654	0.8953141453
764	0.2408947121	0.8953580204
765	0.2408681315	0.8952263952
766	0.2408369335	0.8952263952
767	0.2408035223	0.8953141453
768	0.2407499007	0.8953141453
769	0.2406977793	0.8954018954
770	0.2406634835	0.8954018954
771	0.240618507	0.8953580204
772	0.2405907981	0.8953141453
773	0.2405678969	0.8954457704
774	0.2405390533	0.8954457704
775	0.2404939747	0.8954457704
776	0.240457013	0.8954018954
777	0.2403995328	0.8956212706
778	0.2403403547	0.8955335205
779	0.2403010173	0.8955773956
780	0.2402344739	0.8956212706
781	0.2401927637	0.8956212706
782	0.2401476374	0.8956212706
783	0.240119556	0.8955773956
784	0.2400686728	0.8955773956
785	0.2400167328	0.8957090207
786	0.2399719441	0.8956651457
787	0.2399419165	0.8957967708
788	0.2399071618	0.8958845209
789	0.2398666221	0.8959283959
790	0.239798063	0.8959283959
791	0.2397537102	0.8960600211
792	0.239721291	0.896016146
793	0.2396738165	0.896016146
794	0.2396456432	0.8961038961
795	0.2396294538	0.8961477711
796	0.2395689869	0.8961477711
797	0.2395395258	0.8961916462
798	0.2394818797	0.8959283959
799	0.2394240457	0.896016146
800	0.2393988662	0.8960600211
801	0.2393888751	0.8960600211
802	0.2393748223	0.8960600211
803	0.2393226412	0.8960600211
804	0.239206013	0.8961916462
805	0.2391586348	0.8961916462
806	0.2391143553	0.8962793963
807	0.2391082221	0.8963232713
808	0.2390880949	0.8963232713
809	0.2390356	0.8963671464
810	0.2389962071	0.8964548965
811	0.2389473246	0.8964548965
812	0.2389230183	0.8962793963
813	0.2388683896	0.8963671464
814	0.2388279453	0.8964987715
815	0.2387712471	0.8965426465
816	0.2387254846	0.8965865216
817	0.2386606011	0.8965865216
818	0.2386324926	0.8965426465
819	0.2385925318	0.8965865216
820	0.2385422591	0.8966303966
821	0.2384087937	0.8966742717
822	0.2383831209	0.8967181467
823	0.2383474055	0.8968497718
824	0.2383212651	0.8968936469
825	0.2382655802	0.8970691471
826	0.2382179907	0.896981397
827	0.2382000437	0.896981397
828	0.2381575973	0.896981397
829	0.2381019367	0.896981397
830	0.2380403119	0.8969375219
831	0.2379890747	0.8971130221
832	0.2379205643	0.8972885223
833	0.2378729065	0.8972446472
834	0.237812539	0.8972007722
835	0.237709464	0.8972446472
836	0.2376521396	0.8972885223
837	0.2376274634	0.8972885223
838	0.237575143	0.8972885223
839	0.2375625527	0.8972007722
840	0.2375329904	0.8972446472
841	0.237505065	0.8972446472
842	0.2374734756	0.8972885223
843	0.237390553	0.8972446472
844	0.237381785	0.8972446472
845	0.2373400029	0.8972885223
846	0.2372954932	0.8973323973
847	0.2372477493	0.8974201474
848	0.2371772995	0.8975956476
849	0.2371185865	0.8976833977
850	0.2370824394	0.8976833977
851	0.2370352018	0.8977711478
852	0.2370109013	0.8978588979
853	0.2369760123	0.8979027729
854	0.2369375818	0.8976833977
855	0.2368841351	0.8976833977
856	0.236834299	0.8978150228
857	0.2367899312	0.8979027729
858	0.2367339217	0.8978588979
859	0.2367079015	0.897990523
860	0.2366892482	0.8979466479
861	0.2366540375	0.8979466479
862	0.2366157053	0.897990523
863	0.2365772627	0.8979466479
864	0.2365355619	0.8980782731
865	0.2365195162	0.897990523
866	0.2364549911	0.897990523
867	0.2364286279	0.8981221481
868	0.2363867963	0.8981221481
869	0.2363314959	0.8981221481
870	0.2362944024	0.8981221481
871	0.2362529921	0.8981221481
872	0.2362025372	0.8980782731
873	0.2361838029	0.8981660232
874	0.2361546381	0.8981660232
875	0.2361254468	0.8982098982
876	0.2360634244	0.8982098982
877	0.2360310781	0.8982537733
878	0.235980953	0.8982537733
879	0.2359409652	0.8982976483
880	0.2359131503	0.8982976483
881	0.2358810617	0.8982976483
882	0.2358039928	0.8982976483
883	0.2357545612	0.8982976483
